Adduct,AllGroups,Analog:Adduct,Analog:Compound_Name,Analog:Compound_Source,Analog:Data_Collector,Analog:GNPSLibraryURL,Analog:IIN Best Ion=Library Adduct,Analog:INCHI,Analog:Instrument,Analog:Ion_Source,Analog:IonMode,Analog:Library_Class,Analog:MassDiff,Analog:MQScore,Analog:MZErrorPPM,Analog:PI,Analog:SharedPeaks,Analog:Smiles,Analog:SpectrumID,Analog:tags,Annotated Adduct Features ID,ATTRIBUTE_control,ATTRIBUTE_culture,ATTRIBUTE_media,ATTRIBUTE_number,ATTRIBUTE_sample,Best Ion,charge,ClassyFire#all classifications,ClassyFire#class,ClassyFire#class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#superclass,ClassyFire#superclass probability,cluster index,componentindex,Compound_Name,Compound_Source,Correlated Features Group ID,Data_Collector,DefaultGroups,featureId,G1,G2,G3,G4,G5,G6,GNPSGROUP:1,GNPSGROUP:1910,GNPSGROUP:19197,GNPSGROUP:2,GNPSGROUP:3,GNPSGROUP:7806,GNPSGROUP:A,GNPSGROUP:blank,GNPSGROUP:control,GNPSGROUP:N,GNPSGROUP:spentmedia,GNPSGROUP:U,GNPSLibraryURL,GNPSLinkout_Cluster,GNPSLinkout_Network,id,IIN Best Ion=Library Adduct,INCHI,Instrument,Ion_Source,IonMode,LE-197_1-U2,LE19-10_1-A1,LE19-10_1-A2,LE19-10_1-A3,LE19-10_1-N1,LE19-10_1-N2,LE19-10_1-N3,LE19-10_1-U1,LE19-10_1-U2,LE19-10_1-U3,LE19-197_1-A1,LE19-197_1-A2,LE19-197_1-A3,LE19-197_1-N1,LE19-197_1-N2,LE19-197_1-N3,LE19-197_1-U1,LE19-197_1-U3,Library_Class,MassDiff,molecularFormula,MQScore,MZErrorPPM,name,neutral M mass,NODE_TYPE,NPC#class,NPC#class Probability,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,number of spectra,p,p-corrected,parent mass,PCC-7806-A1,PCC-7806-N1,PCC-7806-U1,PCC7806-A2,PCC7806-A3,PCC7806-N2,PCC7806-N3,PCC7806-U2,PCC7806-U3,PI,precursor mass,precursorFormula,RTConsensus,RTMean,selected,shared name,SharedPeaks,significant,Smiles,SpectrumID,statistic,stats_significant,sum(precursor intensity),tags,Total peak area,UniqueFileSources
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,11.0,spentmedia,"7806,19197,1910","U,A","2,1,3",spentmedia,[M+H]+,0,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,Hydroxy acids and derivatives,0.5357602834701540,,,Hydroxy acids and derivatives,0.5357602834701540,,,Organic acids and derivatives,0.9714036583900450,219,31,,,105.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,156878.1128888890,386211.46444444400,405.1990888888890,153944.53792222200,132359.71316666700,56565.70044444450,190282.3568,0.0,0.0,0.0,139952.32546666700,208581.77078,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""219"",""main.cluster index_upperinput"":""219""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=36567cda770c411aa0815b3fa7203a3e&show=true,166_testrun_sirius_219,,,,,,-0.594329544565318,2.60221296338213,2.40748974429305,1.3586272773352,-0.598123997114344,-0.598123997114344,-0.598123997114344,1.46836706387756,1.61542383395574,1.36415736945741,-0.598123997114344,-0.598123997114344,-0.593507531863523,-0.598123997114344,-0.598123997114344,-0.598123997114344,-0.598123997114344,-0.59390000147514,,,C12H20O7,,,219,276.12094,Ion Identity Node,Open-chain polyketides,0.4701833128929140,Fatty acids,0.18474261462688400,Linear polyketides,0.3100939095020290,15,0.0014019283,0.4836652474477890,277.1281,-0.394983587791948,-0.598123997114344,-0.242861956253292,-0.360917723416014,-0.393723347206129,-0.598123997114344,-0.598123997114344,-0.215211146133823,-0.249355448223773,,277.1281,C12H20O7,1.8944,1.8944,FALSE,219,,FALSE,,,13.139813,,3988641.2758000000,,443182,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,7806,"N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9998270869255070,Amino acids and derivatives,0.9791042804718020,N-acyl-alpha amino acids and derivatives,0.5899573564529420,"Amino acids, peptides, and analogues",0.9798063039779660,Organic acids and derivatives,0.9999810457229610,186,3,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,51596.15555555560,0.0,0.0,13868.350000000000,25961.642511111100,91426.14806666670,107.34795,0.0,0.0,82127.993,28871.41517894740,48.19231,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""186"",""main.cluster index_upperinput"":""186""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=36567cda770c411aa0815b3fa7203a3e&show=true,135_testrun_sirius_186,,,,,,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,-0.307335925019878,,,C18H27NO6,,,186,0.0,Feature Node,Dipeptides,0.10935088247060800,Amino acids and Peptides,0.7342484593391420,Small peptides,0.14885829389095300,5,0.039147954,1.0,354.1908,-0.307335925019878,4.44869647346665,-0.307335925019878,-0.307335925019878,-0.282048387346839,0.823518606289451,2.06982691042961,-0.307335925019878,-0.298603252401567,,354.1908,C18H27NO6,1.7915,1.7915,FALSE,186,,FALSE,,,6.4808145,,822835.3326000000,,91426,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,Organic compounds; Organonitrogen compounds; Benzenoids; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,,,,,Benzenoids,0.9869583249092100,,,Benzenoids,0.9869583249092100,576,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,15847.698155555600,27627.822555555600,740.2572666666670,7190.4963,10590.810144444400,5260.924777777780,2411.7301600000000,342758.06333333300,85689.51583333330,24882.11764,10619.685663157900,2972.25634,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""576"",""main.cluster index_upperinput"":""576""}",This Node is a Singleton,462_testrun_sirius_576,,,,,,-0.513433612785564,0.218337244782747,0.121527053929235,-0.123277670929194,4.1536913447271,0.617387473016713,2.30033457166758,0.0493448025066427,0.431650197821401,-0.354088742661268,-0.513433612785564,-0.513433612785564,-0.513433612785564,-0.0987998660159527,-0.464592564739412,-0.493900379044096,-0.513433612785564,-0.513433612785564,,,C8H7N,,,576,0.0,Feature Node,Simple indole alkaloids,0.41481509804725600,Alkaloids,0.8912544250488280,Tryptophan alkaloids,0.3498552441596990,17,,,118.0653,-0.513433612785564,0.0829301601800434,-0.513433612785564,-0.513433612785564,-0.513433612785564,-0.181870409275968,-0.0974698625388027,-0.513433612785564,-0.513433612785564,,118.0653,C8H7N,10.2495,10.2495,FALSE,576,,,,,,,1330935.2314,,33629,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Aminopyrimidines and derivatives; Diazines; 6-oxopurines; Imidazopyrimidines; Amines; Primary amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Imidazopyrimidines,0.9999804496765140,Purinones,0.9787553548812870,6-oxopurines,0.9330222606658940,Purines and purine derivatives,0.997657299041748,Organoheterocyclic compounds,0.9999955892562870,348,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,279412.2444444440,234878.02333333300,58832.824,287105.7331111110,289940.67422222200,562747.8044444450,244501.432,0.0,0.0,199154.6248,270460.626877193,327156.72980000000,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""348"",""main.cluster index_upperinput"":""348""}",This Node is a Singleton,286_testrun_sirius_348,,,,,,-0.884042491734946,-0.0994744077521445,0.0766525713671399,-0.28697233945528,0.201485464024189,-0.450963448717663,0.051763971085819,-0.332330717473305,-0.256473237384231,-0.280912544065136,-0.77052872467905,-0.704341770806359,-0.692406219392211,-0.86069941328352,-0.957379308177176,-1.03415487091613,-0.92926027597741,-0.929201895586455,,,C6H7N5O,,,348,0.0,Feature Node,Purine alkaloids,0.9016590118408200,Alkaloids,0.9981396198272710,Pseudoalkaloids,0.867957592010498,27,0.8517231,1.0,166.0723,1.6597729504633,-0.590844872497243,2.04277978263663,1.46527482351591,1.85353771666863,-0.391125517893723,-0.451797726096222,1.58631546645518,1.9653270356714,,166.0723,C6H7N5O,3.3225,3.3225,FALSE,348,,FALSE,,,0.32098764,,7708127.866000000,,856458,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","U,A","control,2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Organic sulfonic acids and derivatives,0.9460451602935790,,,Organosulfonic acids and derivatives,0.9475712180137630,Organosulfonic acids and derivatives,0.9475712180137630,Organic acids and derivatives,0.9917880892753600,402,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,45989.56035555560,13184.985155555600,2993.1074444444400,160297.34604444400,91409.11775555560,281517.93155555600,51905.97305,0.0,3293.9745000000000,0.0,94240.42689122810,217338.03849000000,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""402"",""main.cluster index_upperinput"":""402""}",This Node is a Singleton,339_testrun_sirius_402,,,,,,-0.357738171521966,-0.228755112158907,-0.353590617625478,-0.334035378148617,-0.398360519653943,-0.398360519653943,-0.398360519653943,-0.268771870886086,-0.335707534913444,-0.280455074006764,-0.385549854899674,-0.385946694674911,-0.39571967581412,-0.398360519653943,-0.398360519653943,-0.398360519653943,-0.365383172108732,-0.394816353497902,,,C12H21NO5S,,,402,0.0,Feature Node,Piperidine alkaloids,0.03389209136366840,Terpenoids,0.29552021622657800,Monoterpenoids,0.12582184374332400,20,1.541202E-04,0.05317146649758800,292.1209,1.32453396547064,-0.398360519653943,-0.202597101365621,-0.0911528332028511,0.188893701392698,-0.398360519653943,-0.398360519653943,4.09027530287433,2.3617611519729,,292.1209,C12H21NO5S,5.1542,5.1542,FALSE,402,,FALSE,,,17.555555,,2692440.1154000000,,297696,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Imidazopyrimidines,0.9993973970413210,6-aminopurines,0.9712661504745480,6-aminopurines,0.9712661504745480,Purines and purine derivatives,0.9956911206245420,Organoheterocyclic compounds,0.9999833106994630,190,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,234513.90996222200,278051.18977777800,395241.81324444400,411639.7263111110,290911.27474444400,263771.90799555600,30105.135450000000,0.0,9436.94,809227.941,296577.4764617540,7800.119466,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""190"",""main.cluster index_upperinput"":""190""}",This Node is a Singleton,139_testrun_sirius_190,,,,,,-0.619227451953294,-0.262620925119181,-0.306576174454159,-0.456634192160952,2.20965221440072,0.280711237343097,0.446863455123729,-0.586487984321804,-0.552603283631359,-0.581398102892801,-0.611152045497095,-0.608748492634556,-0.561250622715207,1.24589501165456,3.47543053875623,1.13401794938487,-0.624272801582834,-0.62764728800837,,,C9H13N5O2,,,190,0.0,Feature Node,Purine nucleos(t)ides,0.8318778276443480,Carbohydrates,0.9136461019515990,Nucleosides,0.9155542254447940,27,8.703447E-05,0.03002689096319960,206.1036,-0.581026041121028,-0.170987724353308,-0.628381406940635,-0.595707227345912,-0.622829505993332,0.800430520068994,0.64751322571222,-0.612901349449168,-0.63006153226942,,206.1036,C9H11N5O,1.8931,1.8931,FALSE,190,,TRUE,,,18.698412,,8471331.95916,,937064,N/A
[M + H3N + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,Organic compounds; Organosulfur compounds; Benzenesulfonamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Benzene and substituted derivatives,0.8849713206291200,,,Benzenesulfonamides,0.803953230381012,Benzenesulfonamides,0.803953230381012,Benzenoids,0.8496209383010860,406,56,,,10.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,83013.13812888890,45454.007938888900,16195.457166666700,183636.38094,53021.34163444450,258021.3955977780,3097.059547,0.0,0.0,279043.5167,100948.69285368400,5563.198386,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""406"",""main.cluster index_upperinput"":""406""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=56&task=36567cda770c411aa0815b3fa7203a3e&show=true,342_testrun_sirius_406,,,,,,-0.41207896154284,-0.30903666815524,-0.324403749991331,-0.419094167100844,1.23412891600131,-0.323898892078564,-0.0943949118748382,-0.418391014740912,-0.300714494016027,-0.422690825006274,-0.422690825006274,-0.422690825006274,-0.422690825006274,0.565556951945662,-0.294058160717719,-0.332628700723686,-0.4206755296139,-0.420957053845913,,,C10H14N2O4S,,,406,0.0,Feature Node,Aminoacids,0.1044936254620550,Alkaloids,0.45982056856155400,Lysine alkaloids,0.2077597677707670,23,3.0018514E-04,0.10356387458159600,276.101,-0.418241074968926,0.746066850484724,-0.256098591900838,-0.384976910916695,-0.397533344811772,4.54934878957207,0.920213991137474,-0.420924447064225,-0.376445525051879,,276.101,C10H17N3O4S,5.3085,5.3085,FALSE,406,,FALSE,,,16.222221,,2877037.74633,,319670,N/A
[M - H2O + H]+,N/A,M+H,5’-Methylthioadenosine,isolated,MoNA:MoNA037292,http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00006679936,FALSE,"""InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1""",Orbitrap,ESI,positive,3,0.00048828100000000000,0.994624,1.63799,MoNA,6,CSC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)O,CCMSLIB00006679936,nan,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Organic cations; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxyribonucleosides; 5'-deoxy-5'-thionucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",5'-deoxyribonucleosides,1.0,,,5'-deoxy-5'-thionucleosides,0.9996113181114200,5'-deoxy-5'-thionucleosides,0.9996113181114200,"Nucleosides, nucleotides, and analogues",0.999202311038971,253,-1,5'-METHYLTHIOADENOSINE,isolated,,MoNA:MoNA037292,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,780170.63,1013890.4500000000,731938.4566666670,782796.3333333330,812911.2122222220,630049.2688888890,1046507.962,0.0,952.03645,426666.43658,750344.1281719300,665496.774,http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00006679936,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""253"",""main.cluster index_upperinput"":""253""}",This Node is a Singleton,197_testrun_sirius_253,FALSE,"""InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1""",Orbitrap,ESI,positive,-0.421264377915921,1.12007076576359,2.79594017856954,1.29869486436728,-0.712377811689286,-0.976032665799817,-0.86080072349104,0.542940356241944,0.624527991186979,0.752810949431836,1.58122331128663,-0.0250732130513593,0.819720103195437,0.378785343927828,-0.955311315758436,-0.902575329771029,-0.672815233581218,-0.786739521776181,3,0.00048828100000000000,C11H17N5O4S,0.994624,1.63799,253,0.0,Feature Node,Purine nucleos(t)ides,0.9976106882095340,Carbohydrates,0.9870920181274410,Nucleosides,0.9923570156097410,28,0.0033631227,1.0,298.0965,0.707824470974541,-1.30050624656136,-0.933868113234382,0.416950945099625,0.732389200238849,-1.06659661891014,-0.826185613067743,-0.580488704020002,-0.751242991656169,MoNA,298.0965,C11H15N5O3S,2.1894,2.1894,FALSE,253,6,FALSE,CSC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)O,CCMSLIB00006679936,11.3897705,,2.13867117258E+07,nan,2375878,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Ketones; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dihydropyridines; Carboxylic acid amides; Carboxylic acid derivatives; Pyridinecarboxamides; Primary carboxylic acid amides; Carbonyl compounds; Hydropyridines; Nicotinamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Pyridines and derivatives,0.29654204845428500,Pyridinecarboxamides,0.5143393278121950,Nicotinamides,0.5212916731834410,Pyridinecarboxylic acids and derivatives,0.19446507096290600,Organoheterocyclic compounds,0.9973244667053220,209,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,158858.3812888890,134002.467,7466.881311111110,176807.00233333300,172911.04486666700,367107.0801777780,8480.32256,0.0,104.183225,433937.81097,160610.39378421100,15342.3254,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""209"",""main.cluster index_upperinput"":""209""}",This Node is a Singleton,157_testrun_sirius_209,,,,,,-0.517796941246568,-0.429890825106784,-0.405060395927268,-0.470642552304553,0.586295283408426,0.769958457342031,1.47088444591854,-0.450155837536669,-0.28980737968524,-0.431584377470678,-0.521138977810382,-0.510374402265842,-0.518968528673923,-0.544135380568998,-0.526517149640052,-0.539742907161025,-0.508554019010255,-0.522391930424265,,,C8H10N2O3,,,209,0.0,Feature Node,Simple amide alkaloids,0.5852248072624210,Alkaloids,0.9941429495811460,Peptide alkaloids,0.7048776745796200,28,0.040935107,1.0,183.0764,-0.541442536191486,2.71067119540908,-0.489359329910562,-0.530379312626168,-0.535512831135822,2.48048716554076,2.29363485596468,-0.520580215439221,-0.507895573447758,,183.0764,C8H10N2O3,1.8687,1.8687,FALSE,209,,FALSE,,,6.3915343,,4577604.589300000,,508576,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,Organic compounds; Organosulfur compounds; Sulfoxides; Sulfinyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,Sulfoxides,0.9209234714508060,,,Sulfoxides,0.9209234714508060,,,Organosulfur compounds,0.9997251629829410,171,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,2926937.885333330,4324343.366666670,1261798.092,3191929.238888890,3348759.1393333300,3881484.8048888900,685538.871,1301.1232566666700,189477.09581416700,7410623.114,3003050.526385970,500362.3782,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""171"",""main.cluster index_upperinput"":""171""}",This Node is a Singleton,124_testrun_sirius_171,,,,,,-0.744165807626521,0.0691610347105665,-0.0541328834336019,-0.139252463105456,3.2044147991336,0.778549902498129,1.86822916985794,-0.44549800181763,-0.216416291726742,-0.36013143200285,-0.750698023166195,-0.771260686114681,-0.670968591819279,0.649957505231423,0.234658677099252,-0.0827219285529602,-0.807887340201642,-0.748076191005729,,,C2H6OS,,,171,0.0,Feature Node,Fatty alcohols,0.15369229018688200,Fatty acids,0.809877872467041,Fatty acyls,0.9867536425590520,33,1.541202E-04,0.05317146649758800,79.0217,-0.716640968054024,0.493221983883137,-0.807298702454041,-0.682058652502582,-0.805011910504106,1.59026450363995,1.45883507149848,-0.744343634284906,-0.800729139179539,,79.0217,C2H6OS,1.757,1.757,FALSE,171,,FALSE,,,17.555555,,8.596914700177E+07,,9467626,N/A
